2.47291e-05 -0
3.65535e-05 0.00040008
0.000143035 0.00080032
0.000158012 0.00120072
0.00017291 0.00160128
0.000176355 0.002002
0.000190937 0.00240288
0.000194078 0.00280393
0.000205518 0.00320513
0.0002121 0.0036065
0.000258256 0.00400802
0.000324612 0.00440971
0.000361316 0.00481156
0.000370086 0.00521357
0.000379438 0.00561574
0.000398665 0.00601807
0.000408673 0.00642057
0.000422738 0.00682323
0.00042651 0.00722605
0.000428075 0.00762903
0.000434574 0.00803217
0.000435655 0.00843548
0.000439471 0.00883895
0.000444105 0.00924258
0.000561543 0.00964638
0.000621607 0.0100503
0.0006371 0.0104545
0.000726918 0.0108587
0.000732831 0.0112632
0.000733079 0.0116678
0.000754671 0.0120726
0.000756695 0.0124775
0.000802451 0.0128826
0.000844437 0.0132879
0.000888104 0.0136933
0.000905311 0.0140989
0.000906503 0.0145047
0.00091844 0.0149106
0.00101425 0.0153167
0.00104715 0.015723
0.00107011 0.0161294
0.00115509 0.016536
0.00116459 0.0169427
0.00120792 0.0173496
0.00124251 0.0177567
0.00126686 0.018164
0.00130332 0.0185714
0.00130745 0.018979
0.00141443 0.0193867
0.00144593 0.0197946
0.00145672 0.0202027
0.0014613 0.020611
0.00148351 0.0210194
0.00149587 0.0214279
0.00150275 0.0218367
0.00152993 0.0222456
0.00153322 0.0226547
0.00160103 0.0230639
0.00162956 0.0234734
0.00164999 0.0238829
0.00167195 0.0242927
0.00168666 0.0247026
0.00176911 0.0251127
0.00179991 0.025523
0.00181354 0.0259334
0.00187097 0.026344
0.00187627 0.0267547
0.00190703 0.0271657
0.0019394 0.0275768
0.00203196 0.027988
0.00203352 0.0283995
0.002048 0.0288111
0.00207391 0.0292229
0.00208554 0.0296348
0.00209605 0.0300469
0.00209645 0.0304592
0.00210643 0.0308717
0.00212004 0.0312843
0.00214117 0.0316971
0.00215003 0.0321101
0.00216203 0.0325232
0.00219997 0.0329365
0.00227871 0.03335
0.00229477 0.0337636
0.00232143 0.0341775
0.00235907 0.0345914
0.0023636 0.0350056
0.00238337 0.0354199
0.00239482 0.0358345
0.00240802 0.0362491
0.00243772 0.036664
0.00244212 0.037079
0.00245386 0.0374942
0.00254014 0.0379096
0.00254159 0.0383251
0.00266102 0.0387408
0.00266592 0.0391567
0.00270236 0.0395728
0.00271461 0.039989
0.00271512 0.0404054
0.00276583 0.040822
0.00277718 0.0412387
0.00285987 0.0416557
0.00288288 0.0420728
0.00288582 0.0424901
0.00289298 0.0429075
0.00292302 0.0433251
0.00303461 0.0437429
0.0030758 0.0441609
0.00324252 0.044579
0.00324784 0.0449974
0.00333226 0.0454159
0.00333246 0.0458345
0.0033429 0.0462534
0.00343887 0.0466724
0.00354446 0.0470916
0.00355772 0.047511
0.00361194 0.0479305
0.00362708 0.0483503
0.00367264 0.0487702
0.00369552 0.0491902
0.00372806 0.0496105
0.00373459 0.0500309
0.00374097 0.0504515
0.00386312 0.0508723
0.00387805 0.0512933
0.0039552 0.0517144
0.00398168 0.0521358
0.00398963 0.0525573
0.00401844 0.0529789
